service_id,date,exception_type
000038,20231017,1
000038,20231018,1
000038,20231019,1
000038,20231023,1
000038,20231024,1
000038,20231025,1
000038,20231026,1
000038,20231030,1
000038,20231031,1
000038,20231102,1
000038,20231106,1
000038,20231107,1
000038,20231108,1
000038,20231109,1
000038,20231120,1
000038,20231121,1
000038,20231122,1
000039,20230824,1
000039,20230825,1
000039,20230828,1
000039,20230829,1
000039,20230830,1
000039,20230831,1
000039,20230901,1
000039,20230908,1
000039,20230915,1
000039,20230922,1
000039,20230929,1
000039,20231006,1
000039,20231013,1
000039,20231020,1
000039,20231027,1
000039,20231103,1
000039,20231110,1
000039,20231113,1
000039,20231114,1
000039,20231115,1
000039,20231116,1
000039,20231117,1
000040,20230902,1
000040,20230909,1
000040,20230916,1
000040,20230923,1
000040,20230930,1
000040,20231007,1
000040,20231014,1
000040,20231104,1
000040,20231111,1
000040,20231118,1
000041,20230902,1
000041,20230909,1
000041,20230910,1
000041,20230916,1
000041,20230917,1
000041,20230923,1
000041,20230924,1
000041,20230930,1
000041,20231007,1
000041,20231008,1
000041,20231014,1
000041,20231015,1
000041,20231101,1
000041,20231104,1
000041,20231111,1
000041,20231112,1
000041,20231118,1
000041,20231119,1
000042,20230826,1
000042,20231021,1
000042,20231028,1
000043,20231001,1
000043,20231105,1
000044,20231022,1
000044,20231029,1
000045,20230903,1
000046,20231105,1
000047,20231001,1
000048,20230902,1
000048,20230909,1
000048,20230910,1
000048,20230916,1
000048,20230917,1
000048,20230923,1
000048,20230924,1
000048,20230930,1
000048,20231007,1
000048,20231014,1
000048,20231101,1
000048,20231104,1
000048,20231111,1
000048,20231112,1
000048,20231118,1
000048,20231119,1
000049,20230827,1
000049,20230903,1
000050,20231008,1
000050,20231015,1
000051,20230826,1
000051,20230902,1
000052,20230930,1
000053,20231104,1
000054,20230827,1
000054,20230909,1
000054,20230910,1
000054,20230916,1
000054,20230917,1
000054,20230923,1
000054,20230924,1
000054,20231007,1
000054,20231008,1
000054,20231014,1
000054,20231015,1
000054,20231101,1
000054,20231111,1
000054,20231112,1
000054,20231118,1
000054,20231119,1
000055,20230930,1
000055,20231001,1
000055,20231104,1
000055,20231105,1
000056,20230930,1
000056,20231001,1
000057,20230930,1
000057,20231104,1
000058,20230826,1
000058,20230902,1
000058,20231021,1
000058,20231028,1
000059,20230902,1
000059,20231021,1
000059,20231028,1
000060,20230824,1
000060,20230828,1
000060,20230829,1
000060,20230830,1
000060,20230831,1
000060,20230904,1
000060,20230905,1
000060,20230906,1
000060,20230907,1
000060,20230911,1
000060,20230912,1
000060,20230913,1
000060,20230914,1
000060,20230918,1
000060,20230919,1
000060,20230920,1
000060,20230921,1
000060,20230925,1
000060,20230926,1
000060,20230927,1
000060,20230928,1
000060,20231002,1
000060,20231003,1
000060,20231004,1
000060,20231005,1
000060,20231009,1
000060,20231010,1
000060,20231011,1
000060,20231012,1
000060,20231016,1
000060,20231017,1
000060,20231018,1
000060,20231019,1
000060,20231023,1
000060,20231024,1
000060,20231025,1
000060,20231026,1
000060,20231030,1
000060,20231031,1
000060,20231102,1
000060,20231106,1
000060,20231107,1
000060,20231108,1
000060,20231109,1
000060,20231113,1
000060,20231114,1
000060,20231115,1
000060,20231116,1
000060,20231120,1
000060,20231121,1
000060,20231122,1
000061,20230825,1
000061,20230901,1
000061,20230908,1
000061,20230915,1
000061,20230922,1
000061,20230929,1
000061,20231006,1
000061,20231013,1
000061,20231020,1
000061,20231027,1
000061,20231103,1
000061,20231110,1
000061,20231117,1
000062,20230824,1
000062,20230825,1
000062,20230827,1
000062,20230828,1
000062,20230829,1
000062,20230830,1
000062,20230831,1
000062,20230901,1
000062,20230903,1
000062,20230904,1
000062,20230905,1
000062,20230906,1
000062,20230907,1
000062,20230908,1
000062,20230910,1
000062,20230911,1
000062,20230912,1
000062,20230913,1
000062,20230914,1
000062,20230915,1
000062,20230917,1
000062,20230918,1
000062,20230919,1
000062,20230920,1
000062,20230921,1
000062,20230922,1
000062,20230924,1
000062,20230925,1
000062,20230926,1
000062,20230927,1
000062,20230928,1
000062,20230929,1
000062,20231001,1
000062,20231002,1
000062,20231003,1
000062,20231004,1
